# taxa  Frequency(n)   propn
#  308   11111111111111111111  20   
#  309   11111111111111111111  20   
#  310   11111111111111111111  20   
#  311   11111111111111111111  20   
#  312   11111111111111111111  20   
#  313   11111111111111111111  20   
#  314   11111111111111111111  20   
#  315   11111111111111111111  20   
#  316   11111111111111111111  20   
#  317   11111111111111111111  20   
#  318   11111111111111111111  20   
#  319   11111111111111111111  20   
#  320   11111111111111111111  20   
#  321   11111111111111111111  20   
#  322   10100110011111101111  14   
#  323   11111111111111111111  20   
#  324   11111111111111111111  20   
#  325   11111111111111111111  20   
#  326   11111111111111111111  20   
#  327   11111111111111111111  20   
#  328   11111111111111111111  20   
#  329   11111111111111111111  20   
#  330   11111111111111111111  20   
#  331   11111111111111111111  20   
#  332   11111111111111111111  20   
#  333   11111111111111111111  20   
#  334   11111111111111111111  20   
#  335   11111111111111111111  20   
#  336   11111111111111111111  20   
#  337   11111111111111111111  20   
#  338   11111111111111111111  20   
#  339   11111111111111111111  20   
#  340   11111111111111111111  20   
#  341   11111111111111111111  20   
#  342   11111111111111111111  20   
#  343   11111111111111111111  20   
#  344   11111111111111111111  20   
#  345   11111111111111111111  20   
#  346   11111111111111111111  20   
#  347   11111111111111111111  20   
#  348   11111111111111111111  20   
#  349   11111111111111111111  20   
#  350   11111111111111111111  20   
#  351   11111111111111111111  20   
#  352   11111111111111111111  20   
#  353   11111111111111111111  20   
#  354   11111111111111111111  20   
#  355   11111111111111111111  20   
#  356   11111111111111111111  20   
#  357   11111111111111111111  20   
#  358   11111111111111111111  20   
#  359   11111111111111111111  20   
#  360   11111111111111111111  20   
#  361   11111111111111111111  20   
#  362   11111111111111111111  20   
#  363   11111111111111111111  20   
#  364   11111111111111111111  20   
#  365   11111111111111111111  20   
#  366   11111111111111111111  20   
#  367   11111111111111111111  20   
#  368   11111111111111111111  20   
#  369   11111111111111111111  20   
#  370   11111111111111111111  20   
#  371   11111111111111111111  20   
#  372   11111111111111111111  20   
#  373   11111111111111111111  20   
#  374   11111111111111111111  20   
#  375   11111111111111111111  20   
#  376   11111111111111111111  20   
#  377   11111111111111111111  20   
#  378   11111111111111111111  20   
#  379   11111111111111111111  20   
#  380   11111111111111111111  20   
#  381   11111111111111111111  20   
#  382   11111111111111111111  20   
#  383   11111111111111111111  20   
#  384   11111111111111111111  20   
#  385   11111111111111111111  20   
#  386   11111111111111111111  20   
#  387   11111111111111101111  19   
#  388   11111111111111111111  20   
#  389   11111111111111111111  20   
#  390   11111111111111111111  20   
#  391   11111111111111111111  20   
#  392   11111111111111111111  20   
#  393   11111111111111111111  20   
#  394   11111111111111111111  20   
#  395   11111111111111111111  20   
#  396   11111111111111111111  20   
#  397   11111111111111111111  20   
#  398   11111111111111111111  20   
#  399   11111111111111111111  20   
#  400   11111111111111111111  20   
#  401   11111111111111101111  19   
#  402   11111111111111111111  20   
#  403   11111111111111111111  20   
#  404   11111111111111111111  20   
#  405   11111111111111111111  20   
#  406   11111111111111111111  20   
#  407   11111111111111111111  20   
#  408   11111111111111111111  20   
#  409   11111111111111111111  20   
#  410   11111111111111111111  20   
#  411   11111111111111111111  20   
#  412   11111111111111111111  20   
#  413   11111111111111111111  20   
#  414   11010110111111111111  17   
#  415   11111111111111111111  20   
#  416   11111111111111111111  20   
#  417   11111111111111111111  20   
#  418   11111111111111111111  20   
#  419   11111111111111111111  20   
#  420   11111111111111111111  20   
#  421   11111111111111111111  20   
#  422   11111111111111111111  20   
#  423   11111111111111111111  20   
#  424   11111111111111111111  20   
#  425   11111111111111111111  20   
#  426   11111111111111111111  20   
#  427   11111111111111111111  20   
#  428   11111111111111111111  20   
#  429   11111111111111111111  20   
#  430   11111111111111111111  20   
#  431   11111111111111111111  20   
#  432   11111111111111111111  20   
#  433   11111111111111111111  20   
#  434   11111111111111111111  20   
#  435   11111111111111111111  20   
#  436   11111111111111111111  20   
#  437   11111111111111111111  20   
#  438   11111111111111111111  20   
#  439   11111111111111111111  20   
#  440   11111111111111111111  20   
#  441   11111111111111111111  20   
#  442   11111111111111111111  20   
#  443   11111111111111111111  20   
#  444   11111111111111111111  20   
#  445   11111111111111111111  20   
#  446   11111111111111111111  20   
#  447   11111111111111111111  20   
#  448   11111111111111011111  19   
#  449   10000000000000000100   2   
#  450   11111111111111111111  20   
#  451   11111111111111111111  20   
#  452   11111111111111111111  20   
#  453   11111111111111111111  20   
#  454   11111111111111111111  20   
#  455   10111111111111100111  17   
#  456   11111111111111111111  20   
#  457   11111111111111111111  20   
#  458   11111111111111111111  20   
#  459   11111111111111111111  20   
#  460   11111111111111111111  20   
#  461   11111111111111111111  20   
#  462   11111111111111111111  20   
#  463   11111111111111111111  20   
#  464   11111111111111111111  20   
#  465   11111111111111111111  20   
#  466   11111111111111111111  20   
#  467   11111111111111111111  20   
#  468   11111111111111111111  20   
#  469   11111111111111111111  20   
#  470   11111111111111111111  20   
#  471   11111111111111111111  20   
#  472   11111111111111111111  20   
#  473   11111111111111111111  20   
#  474   11111111111111111111  20   
#  475   11111111111111111111  20   
#  476   11111111111111111111  20   
#  477   11111111111111111111  20   
#  478   11111111111111111111  20   
#  479   11111111111111111111  20   
#  480   11111111111111111111  20   
#  481   11111111111111111111  20   
#  482   11111111111111111111  20   
#  483   11111111111111111111  20   
#  484   11111111111111111111  20   
#  485   11111111111111111111  20   
#  486   11111111111111111111  20   
#  487   11111111111111111111  20   
#  488   11111111111111111111  20   
#  489   11111111111111111111  20   
#  490   11111111111111111111  20   
#  491   11111111111111111111  20   
#  492   11111111111111111111  20   
#  493   11111111111111111111  20   
#  494   11111111111111111111  20   
#  495   11111111111111111111  20   
#  496   11111111111111111111  20   
#  497   11111111111111111111  20   
#  498   11111111111111111111  20   
#  499   11111111111111111111  20   
#  500   11111111111111111111  20   
#  501   11111111111111111111  20   
#  502   11111111111111111111  20   
#  503   11111111111111111111  20   
#  504   11111111111111111111  20   
#  505   11111111111111111111  20   
#  506   11111111111111111111  20   
#  507   11111111111111111111  20   
#  508   11111111111111111111  20   
#  509   11111111111111111111  20   
#  510   11111111111111111111  20   
#  511   11111111111111111111  20   
#  512   11111111111111111111  20   
#  513   11111111111111111111  20   
#  514   11111111111111111111  20   
#  515   11011111111101101011  16   
#  516   11111111111111111111  20   
#  517   11111111111111111111  20   
#  518   11111111111111111111  20   
#  519   11111111111111111111  20   
#  520   11111111111111111111  20   
#  521   11111111111111111111  20   
#  522   11111111111111111111  20   
#  523   11111111111111111111  20   
#  524   11111111111111111111  20   
#  525   11111111111111111111  20   
#  526   11111111111111111111  20   
#  527   11111111111111111111  20   
#  528   11111111111111111111  20   
#  529   11111111111111111111  20   
#  530   11111111111111111111  20   
#  531   11111111111111111111  20   
#  532   11111111111111111111  20   
#  533   11111111111111111111  20   
#  534   11111111111111111111  20   
#  535   11111111111111111111  20   
#  536   11111111111111111111  20   
#  537   11111111111111111111  20   
#  538   11111111111111111111  20   
#  539   11111111111111111111  20   
#  540   11111111111111111111  20   
#  541   11111111111111111111  20   
#  542   11111111111111111111  20   
#  543   11111111111111111111  20   
#  544   11111111111111111111  20   
#  545   11111111111111111111  20   
#  546   11111111111111111111  20   
#  547   11111111111111111111  20   
#  548   11111111111111111111  20   
#  549   11111111111111111111  20   
#  550   11111111111111111111  20   
#  551   11111111111111111111  20   
#  552   11111111111111111111  20   
#  553   11111111111111111111  20   
#  554   11111111111111111111  20   
#  555   11111111111111111111  20   
#  556   11111111111111111111  20   
#  557   11011111111111111111  19   
#  558   11111111111111111111  20   
#  559   11111111111111111111  20   
#  560   11111111111111111111  20   
#  561   11111111111111111111  20   
#  562   11111111111111111111  20   
#  563   11111111111111111111  20   
#  564   11111111111111111111  20   
#  565   11111111111111111111  20   
#  566   11111111111111111111  20   
#  567   11111111111111111111  20   
#  568   11111111111111111111  20   
#  569   11111111111111111111  20   
#  570   11111111111111011111  19   
#  571   11111111111111111111  20   
#  572   11111111111111111111  20   
#  573   11111111111111111111  20   
#  574   11111111111111111111  20   
#  575   11111111111111111111  20   
#  576   11111111111111111111  20   
#  577   11111111111111111111  20   
#  578   11111111111111111111  20   
#  579   11111111111111111111  20   
#  580   11111111111111111111  20   
#  581   11111111111111111111  20   
#  582   11111111111111111111  20   
#  583   11111111111111111111  20   
#  584   11111111111111111111  20   
#  585   11111111111111111111  20   
#  586   11111111111111111111  20   
#  587   11111111111111111111  20   
#  588   11111111111111111111  20   
#  589   11111111111111111111  20   
#  590   11111111111111111111  20   
#  591   11111111111111111111  20   
#  592   11111111111111111111  20   
#  593   11111111111111111111  20   
#  594   11111111111111111111  20   
#  595   11111111111111111111  20   
#  596   11111111111111111111  20   
#  597   11111111111111111111  20   
#  598   11111111111111111111  20   
#  599   11111111111111111111  20   
#  600   11111111111111111111  20   
#  601   11011101111111001110  15   
#  602   11111111111111111111  20   
#  603   11111111111111111111  20   
#  604   11111111111111111111  20   
#  605   11111111111111111111  20   
#  606   11111111111111111111  20   
#  607   11111111111111111111  20   
#  608   11111111111111111111  20   
#  609   11111111111111111111  20   
#  610   11111111111111111111  20   
#  611   11111111111111111111  20   
#  612   11111111111111111111  20   
#  613   11111111111111111111  20   
#  614   11111111111111111111  20   
#  615   11111111111111111111  20   
#  616   11111111111111111111  20   
#  617   11111111111111111111  20   
#  618   11111111111111111111  20   
#  619   11111111111111111111  20   
#  620   11111111111111111111  20   
#  621   11111111111111111111  20   
#  622   11111111111111111111  20   
#  623   11111111111111111111  20   
#  624   11111111111111111111  20   
#  625   11111111111111111111  20   
#  626   11111111111111111111  20   
#  627   11111111111111111111  20   
#  628   11111111111111111111  20   
#  629   11111111111111111111  20   
#  630   11111111111111111111  20   
#  631   11111111111111111111  20   
#  632   11111111111111111111  20   
#  633   11111111111111111111  20   
#  634   11111111111111111111  20   
#  635   11111111111111111111  20   
#  636   11111111111111111111  20   
#  637   11111111111111111111  20   
#  638   11111111111111111111  20   
#  639   11111111111111111111  20   
#  640   11111111111111111111  20   
#  641   11111111111111111111  20   
#  642   11111111111111111111  20   
#  643   11111111111111111111  20   
#  644   11111111111111111111  20   
#  645   11111111111111111111  20   
#  646   11111111111111111111  20   
#  647   11111111111111111111  20   
#  648   11111111111111111111  20   
#  649   11111111111111111111  20   
#  650   11111111111111111111  20   
#  651   11111111111111111111  20   
#  652   11111111111111111111  20   
#  653   11111111111111111111  20   
#  654   11111111111111111111  20   
#  655   11111111111111111111  20   
#  656   11111111111111111111  20   
#  657   11111111111111111111  20   
#  658   11111111111111111111  20   
#  659   11010111011111111111  17   
#  660   10000100001011100000   6   
#  661   11111111111111111111  20   
#  662   11111111111111111111  20   
#  663   11111111111111111111  20   
#  664   11111111111111111111  20   
#  665   11111111111111111111  20   
#  666   11111111111111111111  20   
#  667   11111111111111111111  20   
#  668   11111111111111111111  20   
#  669   11111111111111011111  19   
#  670   11111111111111111111  20   
#  671   11111111111111111111  20   
#  672   11111111111111111111  20   
#  673   11111111111111111111  20   
#  674   11111111111111111111  20   
#  675   11111111111111111111  20   
#  676   11111111111111111111  20   
#  677   11111111111111111111  20   
#  678   11111111111111111111  20   
#  679   11111111111111111111  20   
#  680   11111111111111111111  20   
#  681   11111111111111111111  20   
#  682   11111111111111111111  20   
#  683   11111111111111111111  20   
#  684   11111111111111111111  20   
#  685   11111111111111111111  20   
#  686   11111111111111111111  20   
#  687   11111111111111111111  20   
#  688   11111111111111111111  20   
#  689   11111111111111111111  20   
#  690   11111111111111111111  20   
#  691   11111111111111111111  20   
#  692   11111111111111111111  20   
#  693   11111011111110110111  17   
#  694   11111111111111111111  20   
#  695   11111111111111111111  20   
#  696   11111111111111111111  20   
#  697   11111111111111111111  20   
#  698   11111111111111111111  20   
#  699   11111111111111111111  20   
#  700   11111111111111111111  20   
#  701   11111111111111111111  20   
#  702   11111111111111111111  20   
#  703   11111111111111111111  20   
#  704   11111111111111111111  20   
#  705   11111111111111111111  20   
#  706   11111111111111111111  20   
#  707   11111111111111111111  20   
#  708   11111111111111111111  20   
#  709   11111111111111111111  20   
#  710   11111111111111111111  20   
#  711   11111111111111111111  20   
#  712   11111111111111111111  20   
#  713   11111111111111111111  20   
#  714   11111111111111111111  20   
#  715   11011111111101111111  18   
#  716   11111111111111111111  20   
#  717   11111111111111111111  20   
#  718   11111111111111111111  20   
#  719   11111111111111111111  20   
#  720   11111111111111111111  20   
#  721   11111111111111111111  20   
#  722   11111111111111111111  20   
#  723   11111111111111111111  20   
#  724   11111111111111111111  20   
#  725   11111111111111111111  20   
#  726   11111111111111111111  20   
#  727   11111111111111111111  20   
#  728   11111111111111111111  20   
#  729   11111111111111111111  20   
#  730   11111111111111111111  20   
#  731   11111111111111111111  20   
#  732   11111111111111111111  20   
#  733   11111111111111111111  20   
#  734   11111111111111111111  20   
#  735   11111111111111111111  20   
#  736   11111111111111111111  20   
#  737   11111111111111111111  20   
#  738   11111111111111111111  20   
#  739   11111111111111111111  20   
#  740   11111111111111111111  20   
#  741   11111111111111111111  20   
#  742   11111111111111111111  20   
#  743   11111111111111111111  20   
#  744   11111111111111111111  20   
#  745   11111111111111111111  20   
#  746   11111111111111111111  20   
#  747   11111111111111111111  20   
#  748   11111111111111111111  20   
#  749   11111111111111111111  20   
#  750   11111111111111111111  20   
#  751   11111111111111111111  20   
#  752   11111111111111111111  20   
#  753   11111111111111111111  20   
#  754   11110011011110010110  13   
#  755   11111111111111111111  20   
#  756   11111111111111111111  20   
#  757   11111111111111111111  20   
#  758   11111111111111111111  20   
#  759   11111111111111111111  20   
#  760   11111111111111111111  20   
#  761   11111111111111111111  20   
#  762   11111111111111111111  20   
#  763   11111111111111111111  20   
#  764   11111111111111111111  20   
#  765   11111111111111111111  20   
#  766   11111111111111111111  20   
#  767   11111111111111111111  20   
#  768   11111111111111111111  20   
#  769   11111111111111111111  20   
#  770   11111111111111111111  20   
#  771   11111111111111111111  20   
#  772   11111111111111111111  20   
#  773   11111111111111111111  20   
#  774   11111111111111111111  20   
#  775   11111111111111111111  20   
#  776   11111111111111111111  20   
#  777   11111111111111111111  20   
#  778   11111111111111111111  20   
#  779   11111111111111111111  20   
#  780   11111111111111111111  20   
#  781   11111111111111111111  20   
#  782   11111111111111111111  20   
#  783   11111111111111111111  20   
#  784   11111111111111111111  20   
#  785   11111111111111111111  20   
#  786   11111111111111111111  20   
#  787   11111111111111111111  20   
#  788   11111111111111111111  20   
#  789   11111111111111111111  20   
#  790   11111111111111111111  20   
#  791   11111111111111111111  20   
#  792   11111111111111111111  20   
#  793   11111111111111111111  20   
#  794   11111111111111111111  20   
#  795   11111111111111111111  20   
#  796   11111111111111111111  20   
#  797   11111111111111111111  20   
#  798   11111111111111111111  20   
#  799   11111111111111111111  20   
#  800   11111111111111111111  20   
#  801   11111111111111111111  20   
#  802   11111111111111111111  20   
#  803   11111111111111111111  20   
#  804   11111111111111111111  20   
#  805   11111111111111111111  20   
#  806   11111111111111111111  20   
#  807   11111111111111111111  20   
#  808   11111111111111111111  20   
#  809   11111111111111111111  20   
#  810   11111111111111111111  20   
#  811   11111111111111111111  20   
#  812   11111111111111111111  20   
#  813   11111111111111111111  20   
#  814   11111111111111111111  20   
#  815   11111111111111111111  20   
#  816   11111111111111111111  20   
#  817   11111111111111111111  20   
#  818   11111111111111111111  20   
#  819   10000100011110000011   8   
#  820   11111111111111111111  20   
#  821   11111111111111111111  20   
#  822   11111111111111111111  20   
#  823   11111111111111111111  20   
#  824   11111111111111111111  20   
#  825   11111111111111111111  20   
#  826   11111111111111111111  20   
#  827   11111111111111111111  20   
#  828   11111111111111111111  20   
#  829   11111111111111111111  20   
#  830   11111111111111111111  20   
#  831   11111111111111111111  20   
#  832   11111111111111111111  20   
#  833   11111111111111111111  20   
#  834   11111111111111111111  20   
#  835   11111111111111111111  20   
#  836   11111111111111111111  20   
#  837   11111111111111111111  20   
#  838   11111111111111111111  20   
#  839   11111111111111111111  20   
#  840   11111111111111111111  20   
#  841   11111111111111111111  20   
#  842   11111111111111111111  20   
#  843   11111111111111111111  20   
#  844   11111111111111111111  20   
#  845   11111111111111111111  20   
#  846   11111111111111111111  20   
#  847   11111111111111111111  20   
#  848   11111111111111111111  20   
#  849   11111111111111111111  20   
#  850   11111111111111111111  20   
#  851   11111111111111111111  20   
#  852   11111111111111111111  20   
#  853   11111111111111111111  20   
#  854   11111111111111111111  20   
#  855   11111111111111111111  20   
#  856   11111111111111111111  20   
#  857   11111111111111111111  20   
#  858   11111111111111111111  20   
#  859   11111111111111111111  20   
#  860   11111111111111111111  20   
#  861   11111111111111111111  20   
#  862   10100010001011001111  10   
#  863   10111111101111101111  17   
#  864   11111111111111111111  20   
#  865   11111111111111111111  20   
#  866   11111111111111111111  20   
#  867   11111111111111111111  20   
#  868   11110100010100000000   7   
#  869   00100101000100000010   5   
#  870   11111111111111111111  20   
#  871   11111111111111111111  20   
#  872   11111111111111111111  20   
#  873   11111111110101110110  16   
#  874   11111111111111111111  20   
#  875   11111111111111111111  20   
#  876   11111111111111111111  20   
#  877   11111111111111111111  20   
#  878   11111111111111111111  20   
#  879   11111111111111111111  20   
#  880   11111111111111111111  20   
#  881   11111111111111111111  20   
#  882   11111111111111111111  20   
#  883   11111111111111111111  20   
#  884   11111111111111111111  20   
#  885   11111111111111111111  20   
#  886   11111111111111111111  20   
#  887   11111111111111111111  20   
#  888   11111111111111111111  20   
#  889   11111111111111111111  20   
#  890   11111111111111111111  20   
#  891   11111111111111111111  20   
#  892   11111111111111111111  20   
#  893   11111111111111111111  20   
#  894   11111111111111111111  20   
#  895   11111111111111111111  20   
#  896   11111111111111111111  20   
#  897   11111111111111111111  20   
#  898   11111111111111111111  20   
#  899   11111111111111111111  20   
#  900   11111111111111111111  20   
#  901   11111111111111111111  20   
#  902   11111111111111111111  20   
#  903   11111111111111111111  20   
#  904   11111111111111111111  20   
#  905   11111111111111111111  20   
#  906   11111111111111111111  20   
#  907   11111111111111111111  20   
#  908   11111111111111111111  20   
#  909   11111111111111111111  20   
#  910   11111111111111111111  20   
#  911   11111111111111111111  20   
#  912   11111111111111111111  20   
#  913   11111111111111111111  20   
#  914   11111111111111111111  20   
#  915   11111111111111111111  20   
